L,89633.74112013377,43125.63239081181,5.0,89622.301382603,43144.538062310035,24.44918819191836
L,89622.301382603,43144.538062310035,24.44918819191836,89614.46733784594,43157.48485206642,14.713482664327229
C,10.0,4.40117
A,89618.93343619522,43160.187268265036,5.220065878507376,-2.5974348529758693,-5.742836464618565,14.713482664327229
C,10.0,4.40117
L,89623.40979551215,43162.872653719984,14.713482664327229,89630.32765679482,43151.34103811939,23.770685509197705
L,89630.32765679482,43151.34103811939,23.770685509197705,89637.2915537131,43139.73268416974,15.004146729863661
C,10.0,4.38641
A,89641.94652044398,43142.525216910595,5.4283472967611495,-2.6012438110291836,0.5739155149806214,15.004146729863661
C,10.0,4.38641
L,89646.5051465652,43145.47239899882,15.004146729863661,89638.23344818577,43158.2668511808,24.90034814105012
L,89638.23344818575,43158.2668511808,24.90034814105012,89628.7705131227,43172.90387789668,13.386949434654065
C,2.0,0.847129
A,89625.14161634167,43170.55777200673,4.321238791618074,0.5739155149813545,1.3275696377016675,13.386949434654065
C,2.0,0.847129
L,89626.1823244322,43174.751819141005,13.386949434654065,89623.66253658468,43175.37707763604,15.700447180819374
L,89623.6625365847,43175.37707763604,15.700447180819374,89621.3653230858,43175.94710667897,14.003994783479497
C,3.0,1.2731
A,89622.50418105596,43180.536697217954,4.7287777270380245,-1.8140230158877462,-4.24073910721301,14.003994783479497
C,3.0,1.2731
L,89620.35562948282,43184.749186378685,14.003994783479497,89624.11670283317,43186.667496374335,17.479903800622633
L,89624.11670283315,43186.667496374335,17.479903800622633,89627.95898544742,43188.62722660517,14.307561282004105
C,2.0,0.846703
A,89630.20169551014,43184.23012860296,4.936012486455994,2.0424461999652204,0.5011567327469841,14.307561282004105
C,2.0,0.846703
L,89634.53071374541,43186.60158815042,14.307561282004105,89636.08654236943,43183.761476249034,16.989527717955745
L,89636.08654236943,43183.76147624904,16.989527717955745,89637.08867179429,43181.93212328413,15.669589369979054
C,2.0,0.846277
A,89642.28113487252,43184.77658257547,5.920525439423239,-2.640435920843991,-0.9641541984810448,15.669589369979054
C,2.0,0.846277
L,89645.65649725146,43179.91247419986,15.669589369979054,89650.04518787157,43182.95792879668,19.595838189213925
L,89650.04518787157,43182.957928796684,19.595838189213925,89655.1451625692,43186.49696645756,15.29878320386116
C,3.0,1.27155
A,89658.36266552743,43181.860343384054,5.64363347604997,2.1774384551095367,-1.265034452465632,15.29878320386116
C,3.0,1.27155
L,89660.0615109448,43176.478473536146,15.29878320386116,89654.72456925965,43174.7938101792,19.47086460299893
L,89654.72456925966,43174.7938101792,19.47086460299893,89649.05870500462,43173.005318856085,15.36456284438256
C,3.0,1.27149
A,89650.77219076063,43167.577069039595,5.692269275631295,1.8765582011248947,4.444948160480677,15.36456284438256
C,3.0,1.27149
L,89649.26792832863,43162.08715792538,15.36456284438256,89652.45584027398,43161.213654497704,17.937286204105664
L,89652.45584027398,43161.2136544977,17.937286204105664,89658.2898323109,43159.61511221402,13.263207355641033
C,3.0,1.27437
A,89659.41076700678,43163.706041904436,4.241721386929263,-1.8382371466975558,-0.17904286529216684,13.263207355641033
C,3.0,1.27437
L,89663.58468277016,43162.950642986965,13.263207355641033,89664.01800676346,43165.34495121862,15.459020552095765
L,89664.01800676346,43165.34495121862,15.459020552095765,89664.37628987546,43167.32462512915,14.063852640507903
C,3.0,1.27301
A,89669.06933981639,43166.475272855176,4.769288944201416,2.962549788297993,0.5726404859420898,14.063852640507903
C,3.0,1.27301
L,89673.07779912357,43169.05952729621,14.063852640507903,89676.99348821703,43162.98586823947,19.624021225979075
L,89676.99348821702,43162.98586823948,19.624021225979075,89678.57802419282,43160.52808084871,17.895864782303853
C,3.0,1.26986
A,89672.08758263258,43156.343691999784,7.722366326835054,0.5726404859418163,-1.4416920337599852,17.895864782303853
C,3.0,1.26986
L,89673.08180595857,43148.685594216135,17.895864782303853,89669.32149731471,43148.1974068526,20.45842476430518
L,89669.32149731471,43148.1974068526,20.45842476430518,89661.94170684964,43147.23931516605,15.382296401111072
C,4.0,1.699
A,89662.67625609998,43141.58138113969,5.705416728675604,1.6999006198305242,3.164719823910042,15.382296401111072
C,4.0,1.699
L,89656.97236512003,43141.44944275755,15.382296401111072,89657.12336513597,43134.921489216365,20.14608794104751
L,89657.12336513597,43134.921489216365,20.14608794104751,89657.17398175738,43132.73325797048,18.97598752354241
C,2.0,0.845628
A,89646.82784674593,43132.49393847445,10.348902526180076,0.023127170319215656,-0.7438869165043906,18.97598752354241
C,3.0,1.26901
L,89654.44300476952,43125.48614625634,18.97598752354241,89654.37069642718,43125.407570945295,19.048777226446465
L,89654.37069642718,43125.407570945295,19.048777226446465,89652.71057954336,43123.603571623615,17.61441167251883
C,1.0,0.422738
A,89647.20547047237,43128.66960707398,7.481372940031051,-0.7438869165052975,-1.7936539764078343,17.61441167251883
L,89645.55195611958,43121.373249670934,17.61441167251883,89645.34700734641,43121.439182060254,17.772109985983466
L,89645.34700734641,43121.439182060254,17.772109985983466,89634.26273452492,43125.00501258303,5.0
